storenumber,storename,address,addressline2,addressline3,city,state,zipcode,phonenumber,storehours,wireless,latitude,longitude,group,faxnumber,drivethru
347807,"","1138 Montauk Hwy","Hess","","Water Mill","NY","11976","(631) 726-9608","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.91969,-72.34296,1,"","N"
347874,"","810 W. Broadway","","","Fulton","NY","13069","(315) 592-7893","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",43.31976,-76.4367,1,"","Y"
347890,"","19605 Grand Central Pkwy","","","Fresh Meadows","NY","11423","(845) 264-3145","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.72509,-73.77158,1,"","N"
347893,"","83-10 Astoria Blvd","","","East Elmhurst","NY","11370","(646) 737-8808","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.76451,-73.88589,1,"","N"
347899,"","4159 Kissena Blvd","","","Flushing","NY","11355","(718) 321-2096","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.75763,-73.82743,1,"","N"
347912,"","767 South Columbus Ave.","","","Mount Vernon","NY","10551","","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.89404,-73.82409,1,"","N"
347926,"","82-09 153rd Ave","","","Howard Beach","NY","11414","(845) 264-3145","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.66655,-73.85202,1,"","N"
347930,"","53345 Route 25","Unit #1","","Southold","NY","11971","(631) 876-5133","Monday: 06:00-23:00, Tuesday: 06:00-23:00, Wednesday: 06:00-23:00, Thursday: 06:00-23:00, Friday: 06:00-23:00, Saturday: 06:00-23:00, Sunday: 06:00-23:00 ","",41.06367,-72.42995,1,"","N"
347934,"","535 Amsterdam Ave","Unit A","","New York","NY","10024","(212) 595-1682","Monday: 06:00-21:00, Tuesday: 06:00-21:00, Wednesday: 06:00-21:00, Thursday: 06:00-21:00, Friday: 06:00-21:00, Saturday: 06:00-21:00, Sunday: 06:00-21:00 ","",40.78765,-73.97501,1,"","N"
347937,"","7073 Route 281","","","Preble","NY","13141","(607) 218-6360","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",42.74767,-76.13524,1,"","Y"
347946,"","693 9th Ave","","","New York","NY","10036","","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.76202,-73.99014,1,"","N"
347950,"","2801 Knapp St","","","Brooklyn","NY","11235","(718) 615-3184","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",40.58627,-73.93107,1,"","N"
348000,"","1001 Central Park Ave","","","Yonkers","NY","10704","(914) 965-2608","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.93632,-73.8567,1,"(914) 965-2608","N"
348016,"","3723 Ditmars Blvd","","","Astoria","NY","11105","(718) 204-0115","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.77357,-73.90675,1,"(718) 204-0115","N"
348020,"","19 Rector St","","","New York","NY","10006","(212) 785-8111","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 06:00-21:00, Sunday: 06:00-19:00 ","",40.7081,-74.01415,1,"(212) 785-8111","N"
348052,"","5708 Clarendon Road","","","Brooklyn","NY","11203","(718) 451-1104","Monday: 05:30-20:00, Tuesday: 05:30-20:00, Wednesday: 05:30-20:00, Thursday: 05:30-20:00, Friday: 05:30-20:00, Saturday: 05:30-20:00, Sunday: 05:30-20:00 ","",40.64456,-73.92254,1,"","N"
348079,"","13415 Cross Bay Blvd","","","Ozone Park","NY","11417","","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.67442,-73.84266,1,"","N"
348148,"","8924 Third Ave","","","Brooklyn","NY","11209","(718) 680-0019","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.62082,-74.0323,1,"","N"
348152,"","721 Flatbush Ave","","","Brooklyn","NY","11226","(718) 940-6861","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.65537,-73.95968,1,"","N"
348176,"","20 N Salem Rd","Cross River Shopping Plz","","Cross River","NY","10518","(914) 595-6507","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",41.26908,-73.60631,1,"","N"
348177,"","1000 Palisades Center Dr","#3372","","West Nyack","NY","10994","(845) 358-6073","Monday: 08:00-21:30, Tuesday: 08:00-21:30, Wednesday: 08:00-21:30, Thursday: 08:00-21:30, Friday: 08:00-21:30, Saturday: 09:00-21:30, Sunday: 09:00-19:00 ","",41.09912,-73.95151,1,"","N"
348194,"","1946 Jericho Tpke","Elwood Shopping Center Unit #7","","East Northport","NY","11731","(631) 462-2494","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.83764,-73.33115,1,"","N"
348264,"","6346 Route 25A","","","Wading River","NY","11792","(631) 929-4787","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.94383,-72.84711,1,"(516) 801-3061","N"
348270,"","542 Eastern Pkwy","","","Brooklyn","NY","11225","(718) 221-0036","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.6694,-73.95046,1,"","N"
348317,"","3530 36th St","Ste A","","Long Island City","NY","11106","(718) 786-6825","Monday: 05:30-23:30, Tuesday: 05:30-23:30, Wednesday: 05:30-23:30, Thursday: 05:30-23:30, Friday: 05:30-23:30, Saturday: 05:30-23:30, Sunday: 05:30-23:30 ","",40.7555,-73.92523,1,"(718) 392-8772","N"
348319,"","2 Cortlandt St","aka 173 Broadway","","New York","NY","10007","(212) 566-3921","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 07:00-19:00, Sunday: 07:00-19:00 ","",40.70993,-74.01017,1,"","N"
348324,"","1610 Bushwick Ave","","","Brooklyn","NY","11207","(718) 574-6044","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.68047,-73.90336,1,"(718) 998-2633","N"
348339,"","5264 Willow Place","","","Verona","NY","13478","(315) 363-3331","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",43.11654,-75.59662,1,"(315) 363-3331","Y"
348380,"","737 Albany Shaker Rd (ALB)","Albany International Airport","","Albany","NY","12211","","Monday: 04:00-00:00, Tuesday: 04:00-00:00, Wednesday: 04:00-00:00, Thursday: 04:00-00:00, Friday: 04:00-00:00, Saturday: 04:00-00:00, Sunday: 04:00-00:00 ","",42.74549,-73.80923,1,"(518) 346-1892","N"
348402,"","690 Pittsford Victor Rd","","","Pittsford","NY","14534","(585) 218-0860","Monday: 05:30-22:00, Tuesday: 05:30-22:00, Wednesday: 05:30-22:00, Thursday: 05:30-22:00, Friday: 05:30-22:00, Saturday: 05:30-22:00, Sunday: 05:30-22:00 ","",43.06095,-77.47549,1,"","Y"
348435,"","12301 Roosevelt Ave","Citifield Stadium","","Flushing","NY","11368","(718) 595-8100","Monday: , Tuesday: , Wednesday: , Thursday: , Friday: , Saturday: , Sunday:  ","",40.75535,-73.84321,1,"","N"
348444,"","57 North Main Street","","","Pittsford","NY","14534","(585) 586-7242","Monday: 05:30-23:00, Tuesday: 05:30-23:00, Wednesday: 05:30-23:00, Thursday: 05:30-23:00, Friday: 05:30-23:00, Saturday: 05:30-23:00, Sunday: 06:30-22:00 ","",43.09454,-77.51424,1,"","N"
348453,"","1 E 161st St","Yankee Stadium","","Bronx","NY","10451","(646) 977-8501","Monday: , Tuesday: , Wednesday: , Thursday: , Friday: , Saturday: , Sunday:  ","",40.82652,-73.92826,1,"","N"
348468,"","4932 Rte 17M","","","New Hampton","NY","10958","(845) 374-4488","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",41.40866,-74.41114,1,"(845) 374-4488","Y"
348508,"","681 E Main St","","","Mount Kisco","NY","10549","(914) 244-9777","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",41.18922,-73.73179,1,"(914) 244-9773","N"
348518,"","33 E Lincoln Ave","","","Pelham","NY","10803","(914) 633-3849","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.91627,-73.81088,1,"(914) 633-3029","N"
348531,"","101 E 16th St","40 Union Square East","","New York","NY","10003","(212) 254-2055","Monday: 06:00-23:00, Tuesday: 06:00-23:00, Wednesday: 06:00-23:00, Thursday: 06:00-23:00, Friday: 06:00-00:00, Saturday: 06:00-00:00, Sunday: 06:00-23:00 ","",40.73616,-73.98906,1,"","N"
348533,"","3369 Broadway","","","New York","NY","10031","","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.82115,-73.95467,1,"","N"
348576,"","32-48 Steinway St","","","Astoria","NY","11103","(718) 777-6655","Monday: 05:30-23:00, Tuesday: 05:30-23:00, Wednesday: 05:30-23:00, Thursday: 05:30-23:00, Friday: 05:30-23:00, Saturday: 05:30-23:00, Sunday: 06:00-23:00 ","",40.7578,-73.92001,1,"(718) 372-8772","N"
348624,"","467 Old Country Rd","Unit C","","Westbury","NY","11590","(516) 414-4425","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.74661,-73.5966,1,"","N"
348661,"","9403 Corona Ave","","","Elmhurst","NY","11373","(917) 396-4635","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.74199,-73.86707,1,"","N"
348748,"","4201 Webster Ave","Mobil","","Bronx","NY","10470","(718) 881-0380","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.89601,-73.8636,1,"(718) 881-0390","N"
348761,"","88-01 Queens Blvd","Sterns Mall","","Elmhurst","NY","11373","(347) 834-4494","Monday: 06:00-22:00, Tuesday: 06:00-22:00, Wednesday: 06:00-22:00, Thursday: 06:00-22:00, Friday: 06:00-22:00, Saturday: 06:00-22:00, Sunday: 06:00-22:00 ","",40.73537,-73.87486,1,"","N"
348788,"","809 Grand St","","","Brooklyn","NY","11211","(347) 500-5083","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.7121,-73.94112,1,"(347) 500-5083","N"
348791,"","6000 Shore Pkwy","Mobil Station","","Brooklyn","NY","11236","(718) 258-3241","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.59232,-73.90813,1,"","N"
348795,"","995 Transit Way","","","Brockport","NY","14420","(585) 637-7547","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",43.19768,-77.93214,1,"","Y"
348800,"","6 Ocean Ave","","","Lynbrook","NY","11563","(516) 256-2821","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",40.66701,-73.66082,1,"(516) 801-3061","N"
348821,"","101 W 23rd St","","","New York","NY","10011","(212) 675-4040","Monday: 06:00-00:00, Tuesday: 06:00-00:00, Wednesday: 06:00-00:00, Thursday: 06:00-00:00, Friday: 06:00-00:00, Saturday: 06:00-00:00, Sunday: 07:00-22:00 ","",40.7432,-73.99313,1,"","N"
348908,"","20 County Rd 39","","","Southampton","NY","11968","(631) 377-3999","Monday: 07:00-23:00, Tuesday: 07:00-23:00, Wednesday: 07:00-23:00, Thursday: 07:00-23:00, Friday: 07:00-23:00, Saturday: 07:00-23:00, Sunday: 07:00-23:00 ","",40.89621,-72.39912,1,"(631) 377-3999","N"
348931,"","1020 Center St","Suite 28","","Horseheads","NY","14845","(607) 739-1049","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",42.1568,-76.82224,1,"(585) 486-1585","Y"
348937,"","135 Albany Street","","","Cazenovia","NY","13035","(315) 655-0660","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",42.92993,-75.84897,1,"(315) 655-0660","N"
348971,"","20 Vanderbilt Pkwy","","","Commack","NY","11725","(631) 499-2231","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:30, Saturday: 05:00-23:30, Sunday: 05:00-23:00 ","",40.81598,-73.29227,1,"(631) 499-2231","N"
349014,"","2412 Steinway St","","","Astoria","NY","11103","(718) 204-8408","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.76261,-73.91586,1,"(718) 204-8408","N"
349036,"","694 Motor Pkwy","","","Hauppauge","NY","11788","(631) 617-6404","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.80733,-73.23848,1,"","N"
349038,"","33 Montauk Hwy","Ste D","","Blue Point","NY","11715","(631) 419-6656","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.7528,-73.04006,1,"","N"
349043,"","1148 Wantagh Ave","","","Wantagh","NY","11793","(516) 221-1211","Monday: 04:00-00:00, Tuesday: 04:00-00:00, Wednesday: 04:00-00:00, Thursday: 04:00-00:00, Friday: 04:00-00:00, Saturday: 04:00-00:00, Sunday: 04:00-00:00 ","",40.69477,-73.50785,1,"","N"
349060,"","4199 Broadway","","","New York","NY","10033","(212) 795-1949","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.84838,-73.9377,1,"","N"
349074,"","1085 Route 25A","","","Stony Brook","NY","11790","(631) 689-0350","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.92057,-73.12907,1,"","N"
349077,"","316 W 34th St","","","New York","NY","10001","(212) 760-2600","Monday: 05:30-00:00, Tuesday: 05:30-00:00, Wednesday: 05:30-00:00, Thursday: 05:30-00:00, Friday: 05:30-00:00, Saturday: 06:00-00:00, Sunday: 07:00-22:00 ","",40.7527,-73.99507,1,"","N"
349124,"","155 W Sunrise Hwy","Unit #5","","Lindenhurst","NY","11757","(631) 592-1175","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.69517,-73.39121,1,"","N"
349130,"","1038 State Route 11","","","Champlain","NY","12919","","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",44.98134,-73.45917,1,"","Y"
349164,"","5865 State Route 31","","","Cicero","NY","13039","(315) 288-5433","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",43.17607,-76.11386,1,"","Y"
349166,"","2960 Buffalo Rd","","","Rochester","NY","14624","(585) 426-2553","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-21:00, Friday: 05:00-21:00, Saturday: 05:00-21:00, Sunday: 06:00-21:00 ","",43.14408,-77.73283,1,"","Y"
349180,"","3 Spaulding Ave","","","Malone","NY","12953","(518) 481-1022","Monday: 05:30-21:30, Tuesday: 05:30-21:30, Wednesday: 05:30-21:30, Thursday: 05:30-21:30, Friday: 05:30-22:00, Saturday: 05:30-22:00, Sunday: 05:30-21:30 ","",44.84966,-74.28495,1,"(518) 481-1024","N"
349181,"","240 Airport Rd","Westchester County Airport","","White Plains","NY","10604","(914) 422-8130","Monday: 04:30-21:30, Tuesday: 04:30-21:30, Wednesday: 04:30-21:30, Thursday: 04:30-21:30, Friday: 04:30-21:30, Saturday: 04:30-21:30, Sunday: 04:30-21:30 ","",41.06858,-73.70424,1,"(914) 422-8130","N"
349184,"","5017 West Ridge Rd","","","Spencerport","NY","14559","(585) 349-2615","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",43.21803,-77.79077,1,"","Y"
349214,"","346 Montauk Hwy","Hess","","Wainscott","NY","11975","(631) 537-6721","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.95076,-72.23805,1,"","N"
349231,"","2024 Grand Island Blvd","","","Grand Island","NY","14072","(716) 775-5630","Monday: 05:00-21:00, Tuesday: 05:00-21:00, Wednesday: 05:00-21:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 06:00-21:00, Sunday: 06:00-21:00 ","",43.01665,-78.95883,1,"","Y"
349242,"","1379 Halsey St","","","Brooklyn","NY","11237","(347) 787-7774","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.69597,-73.90542,1,"","N"
349244,"","322 Livingston St","","","Brooklyn","NY","11217","(718) 858-4218","Monday: 05:30-21:00, Tuesday: 05:30-21:00, Wednesday: 05:30-21:00, Thursday: 05:30-21:00, Friday: 05:30-21:00, Saturday: 07:00-20:30, Sunday: 07:00-20:30 ","",40.68803,-73.98189,1,"","N"
349291,"","JFK Int'l Airport (JFK)","Baggage Claim","","Jamaica","NY","11430","(718) 553-2988","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.64802,-73.78628,1,"","N"
349310,"","70 Major Deegan Expy","","","Bronx","NY","10471","(845) 265-3145","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.8952,-73.88157,1,"","N"
349311,"","71 Major Deegan Expressway","","","Bronx","NY","10471","(845) 264-3145","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.89495,-73.88264,1,"","N"
349315,"","4 S Broad St","","","Carthage","NY","13619","(315) 519-3020","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",43.96645,-75.62276,1,"(315) 519-3020","Y"
349321,"","649 N Salina St","","","Syracuse","NY","13208","(315) 314-7050","Monday: 04:00-23:00, Tuesday: 04:00-23:00, Wednesday: 04:00-23:00, Thursday: 04:00-23:00, Friday: 04:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",43.06048,-76.15317,1,"(315) 314-7050","Y"
349322,"","1600 Hillside Ave","","","New Hyde Park","NY","11040","(516) 352-2600","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.74848,-73.6841,1,"","N"
349340,"","3979 Albany Post Rd","","","Hyde Park","NY","12538","(845) 229-4146","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",41.76274,-73.93069,1,"","Y"
349367,"","2317 Ralph Ave","","","Brooklyn","NY","11234","(917) 886-3110","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.62136,-73.91703,1,"","N"
349391,"","2299 Culver Rd","","","Rochester","NY","14609","(585) 270-5677","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",43.18835,-77.56121,1,"(585) 270-5677","Y"
349406,"","764 Manor Rd","","","Staten Island","NY","10314","(718) 370-2615","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 06:00-22:00 ","",40.60895,-74.12155,1,"","N"
349449,"","17725 Rockaway Blvd","","","Jamaica","NY","11434","(516) 422-2299","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.65705,-73.76856,1,"","N"
349515,"","8471 Seneca Tpke","","","New Hartford","NY","13413","(315) 732-2233","Monday: 05:00-00:00, Tuesday: 05:00-00:00, Wednesday: 05:00-00:00, Thursday: 05:00-00:00, Friday: 05:00-00:00, Saturday: 05:00-00:00, Sunday: 05:00-00:00 ","",43.08183,-75.32195,1,"","Y"
349646,"","8925 Avenue D","","","Brooklyn","NY","11236","(718) 451-1213","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.64546,-73.91278,1,"","N"
349649,"","764 Sunrise Hwy","","","Baldwin","NY","11510","(516) 442-4042","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.65595,-73.60782,1,"(516) 223-3932","Y"
349664,"","2519 Queens Plz No","","","Long Island City","NY","11101","(718) 361-2613","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",40.75085,-73.93974,1,"","N"
349671,"","1506 Cortelyou Rd","","","Brooklyn","NY","11226","(718) 282-8800","Monday: 05:00-23:00, Tuesday: 05:00-23:00, Wednesday: 05:00-23:00, Thursday: 05:00-23:00, Friday: 05:00-23:00, Saturday: 05:00-23:00, Sunday: 05:00-23:00 ","",40.64138,-73.96445,1,"","N"
349680,"","269 S Central Ave","","","Hartsdale","NY","10530","(914) 358-5159","Monday: 05:00-22:00, Tuesday: 05:00-22:00, Wednesday: 05:00-22:00, Thursday: 05:00-22:00, Friday: 05:00-22:00, Saturday: 05:00-22:00, Sunday: 05:00-22:00 ","",41.01226,-73.8067,1,"","N"
349689,"","100 Main St","#255 Galleria Mall","","White Plains","NY","10601","(914) 448-4858","Monday: 07:00-21:00, Tuesday: 07:00-21:00, Wednesday: 07:00-21:00, Thursday: 07:00-21:00, Friday: 07:00-21:00, Saturday: 07:00-21:00, Sunday: 07:00-21:00 ","",41.03163,-73.77106,1,"(914) 448-4859","N"
349691,"","557 Columbia Tpke","","","East Greenbush","NY","12061","(518) 477-9691","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",42.6042,-73.71573,1,"","Y"
349701,"","400 Velasko Rd","","","Syracuse","NY","13219","(315) 314-7314","Monday: 24HOURS, Tuesday: 24HOURS, Wednesday: 24HOURS, Thursday: 24HOURS, Friday: 24HOURS, Saturday: 24HOURS, Sunday: 24HOURS ","",43.03339,-76.1875,1,"(315) 314-7319","Y"
